NAZWA_1;NAZWA_2
Sadowskiego;Stanisława
Sieroca;
Skorupki;ks. Ignacego
Słupskich;
Smoleńska;
Strzegowska;
Sztumska;
Szwedzka;
Świetlicowa;
Terespolska;
Tuchołkowej;Stefanii
Urodzajna;
Waleniowa;
Zamczysko;
Zaświat;
Zborowskiego;Juliusza
Ziębia;
Żuromińska;
Żyrardowska;
Żyzna;
Montowskiego;Jana
Żemojtela;Władysława
Grobelskiego;Michała
Świekatowska;
Dobrzyńska;
Kaliowa;
Kępowa;
Królewska;
Małomłyńska;
Smoleńskiego;gen. Józefa
Stachonia;ppłk. pil. Bolesława
Stobeusza;Jana
Wilsona;
Za Basenem;
Tischnera;ks. Józefa
Artyleryjska;
Będzińska;
Borsucza;
Czynu Młodych;
Drozdowa;
Galaktyczna;
Galileusza;
Jachtowa;
Wioślarska;
Jaworowska;
Fortowa;
Na Stoku;
Dymińsko Górna;
Roja;Wojciecha
Rysia;
Rzeźniackiego;Wojciecha
Sanocka;
Seminaryjna;
Serocka;
Sielanka;
Stary Port;
Streicha;ks. Stanisława
Synów Pułku;
Szara;
Szczawnicka;
Szczecińska;
Szymborska;
Trzeciewiecka;
Tuńczykowa;
Tychoniewicza;Stanisława
Uskok;
Wdzydzka;
Woziwody;
Wrzesińska;
Wyżyny;
Zaruskiego;Mariusza
Zbójnicka;
Szumana;ks. Henryka
Wudzyńska;
Brzozogłowego;Jana
Kuligowskiego;Zygmunta
Górzyskowo;
Szosa Obwodowa;
Biziela;Jana
Szułczyńskiej;Małgorzaty
Brzeźna;
Kwidzyńska;
Klasztorny;
Klonowicza;Sebastiana
Kolumbijska;
Kołobrzeska;
Kubańska;
Kolbe;św. Maksymiliana
Notecka;
Ołowiana;
Pińska;
Szczygla;
Wielogórska;
Wyrzyska;
Czochralskiego;prof. Jana
Drzewianowska;
Krajeńska;
Postępu;
Bohaterów;
Rudki;
Kcyńska;
Jabłoniowa;
Sucharska;
Frezjowa;
Sadkowska;
Lemieża;
Wybudowanie;
Susały;por. Kazimierza
Pałuki;Sędziwoja
Piastowa;
Sandomierska;
Berenta;Wacława
Bilewicza;Teodora
Blacharska;
Brezy;Tadeusza
Czarnoleska;
Kasprzaka;Marcina
Kurpińskiego;Karola
Leśnicza;
Michałowicka;
Nad Stawami;
Snycerska;
Sowińskiego;gen. Józefa
Tczewska;
Trasa Czeska;
Ujejskiego;Kornela
Wańkowicza;Melchiora
Ziemowita;
Agnieszkowska;
Daktylowa;
Elżbiety;św.
Filtrowa;
Osińskiego;Pawła
Barwna;
Bekasa;
Białostocka;
Bociana;
Buszczyńskich;Józefa i Sylwestra
Dwernickiego;gen. Józefa
Działowa;
Działowskiego;Zygmunta
Gniewkowska;
Puszczyka;
Wjazdowa;
Wyjazdowa;
Koźlaka;
Dereniowa;
Mahoniowa;
Tygrysia;
Na Tarasie;
Bielika;
Kolibra;
Budziszyńska;
Nowogródzka;
Wiertników;
Oldzańska;
Stogryna;
Wietora;Hieronima
Stachowicza;Michała
Złotowska;
Spichrzowa;
Stefczyka;
Szychowskiego;Juliana
Wawrzyniaka;
Wieżowa;
Zaleśna;
Zawiła;
Balladyny;
Boboli;św. Andrzeja
Borowiacka;
Curie;Piotra
Czerniewicka;
Drzewieckiego;kpt. Jana
Zeusa;
Dukt;
Drzewiecka;
Przy Kanale;
Hubertusa;
Czapla;
Dzięcioła;
Ziołowa;
Zielonego Dębu;
Most św. Klary;
Most Zaleski;
Halinowo;
Chłopickiego;gen. Józefa
Słońska;
Dymiec;
Paśniki;
Rynkowa;
Winniczna;
Hallera;gen. Józefa
Lipca;15
Piaski;
Tylna;
Sulerzyskiego;Natalisa
Bożogrobców;
Gdynia;
Urzędowa;
Zaleska;
Katynka;
Turzyńska;
Żnińska;
Delfinowa;
Objezdna;
Radziejowska;
Włocławska;
św. Ducha;
Piłkarska;
Przełajowa;
Mławska;
Sommera;Gustawa
Stodolna;
Ceynowy;dr. Fl.
Libeckiego;
Czerska;
Pietruszkowa;
Parczewskiego;Erazma
Wiatraczna;
Gdański;
Kraka;
Łowicka;
Łużycki;
Mariacki;
Masarska;
Mikołowska;
Mirandy;
Palmowa;
Peruwiańska;
Plutona;
Skarbka;Fryderyka
Strojna;
Stryjska;
Tarnopolska;
Polski;
Ruska;
Strzegomski;
Więzienna;
Włodkowica;Pawła
Zaporoska;
Zelwerowicza;Aleksandra
Bartoszowicka;
Belwederczyków;
Drobnera;Bolesława
Głogowczyka;Jana
Kazimierska;
Kożuchowska;
Michałowskiego;Piotra
Mielczarskiego;Romualda
Most Pomorski;
Mozarta;Wolfganga Amadeusza
Na Szańcach;
Pilata;Stanisława
Potebni;Andrzeja
Pugeta;Ludwika
Rozbrat;
Stein;bł. Edyty
Suchardy;Edwarda
Skowronka;
Płotki;
Troci;
Podziałowa;
Dymna;
Zabytkowa;
Koźlakowa;
Sikorki;
Kolendry;
Otowicka;
Sitowie;
Dolina;
Młynki;
Ciążyńskiego;Burmistrza
Łobżenicka;
Balcerzaka;Józefa
Przecznica;
Sandaczowa;
Chraplewska;
Kostki;św. Stanisława
Rzemieniewicka;
Kormoranów;
Orki;
Szpichlerna;
Cietrzewia;
Kawki;
Puchacza;
Korzenna;
Porostowa;
Pokosowa;
Łosiowa;
Melisy;
Żołędziowa;
Kocanki;
Pomianowskiego;
Promenady;
Tamka;
Wincentego;św.
Witelona;
Żiżki;Jana
Jezierskiego;ks. Franciszka Salezego
Dekerta;Jana
Szmurły;dr. Jana
Wołuszewska;
Związkowców;
Starościńska;
Księżyzna;
Inowrocławska;
Farna;
Nad Drwęcą;
Promykowa;
Krajobrazowa;
Wąwozowa;
Pokrzywki;
Śmigockiego;ks.
Ustronna;
Dorzeczna;
Nad Strugą;
Rozjezdny;
Cieszkowskiego;Augusta
Hlonda;kard. Augusta
Idziego;św.
Janiszewskiego;Zygmunta
Joliot-Curie;Fryderyka
Macieja;św.
Noakowskiego;Stanisława
Pasteura;Ludwika
Paulińska;
Pautscha;Fryderyka
Roentgena;Wilhelma
Sławka;Walerego
Ślewińskiego;Władysława
Ustronie;
Warzywnicza;
Wygodna;
Most Słodowy;
Listna;
Świstucha;
Łyżwiarzy;
Witkacego;
Krzyszkowiaka;Zdzisława
Wierzyńskiego;Kazimierza
Zawietrzna;
Myrka;płk. Karola
Amarantowa;
Awicenny;Ibn Siny
Barczewska;
Beniowskiego;Maurycego
Beyzyma;Ojca
Białoruska;
Chęcińska;
Gdacjusza;Adama
Giżyckiego;Kamila
Godlewskiego;Aleksandra
Gołnowska;
Górecka;
Helska;
Hynka;Franciszka
Iławska;
Jerzmanowska;
Junacka;
Komeńskiego;Jana Amosa
Kosidowskiego;Zenona
Krzyżowska;
Łukowska;
Mielecka;
Mokrzańska;
Muchoborska;
Narzędziowa;
Nowohucka;
Nowosądecka;
Ostrężynowa;
Pilczycka;
Pustecka;
Reszelska;
Rychła;
Serowarska;
Skałeczna;
Bajeczna;
Berberysowa;
Chlebowa;
Duńska;
Literacka;
Sobótki;
Alibaby;
Piwniczna;
Bochenka;ks. Dziekana Wawrzyńca
Za Ogrodami;
Budczycka;
Kamieniogórska;
Sobięcińska;
Tunel;
Bieżuńska;
Przykop;
Bajkowa;
Komierowska;
Starodworcowa;
Dalkowska;
Nowodworska;
Laskowicka;
Sukiennice;
Teatralny;
Uniwersytecki;
Wita;św.
Abramowskiego;Edwarda
Banacha;Stefana
Borna;Maxa
Handelsmana;Marcelego
Kanonia;
Kapitulna;
Pokrzywianka;
Równoległa;
Briey;
Szczawieńska;
Kolonia Górna;
Grenadierów;
Judyma;
Młoda;
Ostróżki;
Szubińska;
Temidy;
Ulana;
Uroczysko;
Mglista;
Nakielska;
Mrotecka;
Broniewska;
Okoniowa;
Królikowska;
Wielorybia;
Mirosławskiego;
Grażyny;
Lidzbarska;
Łyskowskiego;Ignacego
Mazurska;
Olsztyńska;
Wisiałki;
Aldony;
Alpejska;
Cała;
Żaków;
Ogrody;
Zefirowa;
Rowiec;
Igrzyskowa;
Łowiskowa;
Przyjazna;
Żywiecka;
Żbika;
Gila;
Dorodna;
Krotoszyńska;
Kubrycka;
Skrzetuskiego;Jana
Spawaczy;
Stefki;Kamila
Stobrawska;
Szczyrki;Jana
Szpilkowa;
Śniegockiego;Michała
Taszyckiego;Witolda
Trzebowiańska;
Turoszowska;
Wełniana;
Woźnicza;
Wynalazców;
Zagony;
Zamojska;
Most Maślicki;
Arabska;
Braterska;
Buraczana;
Chudoby;Stanisława
Halna;
Hubska;
Indyjski;
Jerzego;św.
Jordańska;
Klimasa;ks. Czesława
Kostrzyńska;
Kozielska;
Krzycka;
Księska;
Laotańska;
Mandżurska;
Migdałowa;
Myszkowska;
Partynicka;
Radarowa;
Rapackiego;Mariana
Ratajów;
Łączyńskiego;Józefa
Trzy Strugi;
Zarzecze;
Wzgórze Wawel;
Kętrzyńskiego;Wojciecha
Naborowska;
Warzyńska;
Wyścigowa;
Piastowski;
Czapskiego;Józefa
Pałucka;
Agatki;
Łabędzkiego;
Namysłowska;
Ołbińska;
Rostafińskiego;Józefa
Szramka;ks. Emila
Ukryta;
Żmichowskiej;Narcyzy
Hermanowskiego;
Nieszawska;
Wiślana;
Gęsiniec;
Glinki;
Kamionka;
Malickiego;Klemensa
Chryzantemowa;
Parcelowa;
Brodnicka;
Szczepańska;
Altanowa;
Bagatela;
Bałkańska;
Cukrowa;
Epokowa;
Ezopa;
Hippiczna;
Izoldy;
Mimozy;
Moczary;
Azalowa;
Bluszczowa;
Gęsia;
Narożna;
Kłosowa;
Szlachecka;
Nad Mienią;
Piekarnicza;
Przy Dębie;
Lipowy;
Lema;Stanisława
Krzydlińska;
Jelczańska;
Zaułek Szkolny;
Śluza;
Hubala;mjr.
Malerz;
Pawłówek;
Sympatyczna;
Daniec;Marii
Żużlowa;
Zastawna;
Leonów;
Pasternik;
Bożniczna;
Szlendaków;
Świderska;
Stacja PKP;
Bielawki;
Podlesia;ks. Antoniego
Rypińska;
Zakrzewska;
Długie Ogrody;
Pod Murami;
Parczewska;
Pod Lipami;
Mleczna;
Rawicka;
Jarzynowa;
Mikołajczyka;Stanisława
Śląskich;Książąt
Eleonory;Księżnej
Małodworcowa;
Kazińska;
Wichrowa;
Śmielińska;
Trociowa;
Retkowska;
Słupowa;
Łososiowa;
Rekinowa;
Rybia;
Kolarska;
Poduchowna;
Kostrzał;
Wójtostwo;
Sielankowa;
Nowy Lubominek;
Unisławska;
Lindego;Samuela Bogumiła
Przedszkolna;
Oliwna Góra;
Radna;
Waszyngtona;Jerzego
Herberta;Zbigniewa
Tulipanów;
Lechonia;Jana
Dziuplińska;
Lipcowa;
Listowskiego;Anatola
Świetlicowy;
Kolonialna;
Pileckiego;Mikołaja
Wandzin;
Kawowa;
Złocista;
Pąsowa;
Skrzydlata;
Śniegówka;
Bednarzówka;
Bełżycka;
Wyboista;
Ludwinów;
Stefanów;
Nadwieprzańska;
Nowokościelna;
Chącińskiego;Bronisława
Fazowa;
Filaretów;
Gerwazego;
Kiernickich;
Pana Tadeusza;
Podkomorzego;
Starozamkowy;
Strzelna;
Janowskiego;ks. Prałata Jana
Lutosławskiego;Witolda
Twardowskiego;ks. Jana
Bryły;Stefana
Tańskiego;Tadeusza
Stanowicka;
Na Uboczu;
Nawigacyjna;
Odonica;Władysława
Oksywska;
Orawska;
Ordynacka;
Papiernicza;
Papuzia;
Podkowa;
Pokładowa;
Produkcyjna;
Przystaniowa;
Przytulna;
Bergera;
Spadowa;
Stary Rynek;
Burdyna;ks.
Pod Stokami;
Liszkowskiej;Emilii
Dembieńskiego;ks. Józefa
Poleska;
Szpakowa;
Stary Lubin;
Neptuna;
Saturna;
Flisacka;
Grzymisława;Księcia
Malinowskiego;Bronisława
Konopackiego;Jerzego I
800-lecia;
Bąkowska;
Oświęcimska;
Jaśkiewicza;Jakuba
Polska;
Waresiaka;ks. Eugeniusza
Cieszyńskiego;Antoniego
Kleeberga;gen. Franciszka
Radlińskiej;Heleny
Rutkiewicz;Wandy
Solarza;Ignacego
Wikliniarska;
Wielkopolna;
Ślusarskiego;Tadeusza
Psujka;Bogusława
Niewieścińska;
Niziny;
Olszówkowa;
Pasieczna;
Perkozowa;
Pilicka;
Pińczowska;
Płociowa;
Pod Borem;
Podnóże;
Popiełuszki;ks. Jerzego
Prejsa;Juliana
Przejście;
Przemyska;
Radomska;
Rydzowa;
Rynkowska;
Ryńskiego;Mikołaja
Rytelska;
Rzeszowska;
Sielawowa;
Sieńki;ks. Ludwika
Smukalska;
Solecka;
Sygnałowa;
Szlakowa;
Szuwarowa;
Ślesińska;
Świętopełka;
Tukanowa;
Marcinkowicka;
Kleniewskich;
Klukowskiego;Zygmunta
Koło;
Krępiecka;
Kruszynowa;
Kuncewiczowej;Marii
Kurantowa;
Kutrzeby;Tadeusza
Lubomelska;
Łomżyńska;
Łopacińskiego;Hieronima
Macierzanki;
Bielska;
Kosiby;Bronisława
Modłowa;
Narcyzów;
Sierpnia '80;
Defiladowy;
Brzeżna;
Młodych;
Nowobielawska;
Kośmińska;
Jodłownicka;
Pstrągowa;
Rejewskiego;Mariana
Sazanowa;
Schulza;ks. Józefa
Sieciowa;
Skarbiewska;
Sobieszewska;
Strusia;
Sujkowskiego;Bogusława
Sumowa;
Suwalska;
Torfowa;
Tryszczyńska;
Uznamska;
Wierzbickiego;Melchiora
Wieśniacza;
Wiosny Ludów;
Wiszniewskiego;Piotra
Zasobna;
Zbrachlińska;
Zduny;
Żółwińska;
Emilianowska;
Dżokejowa;
Kocerki;Teodora
Majtkowskiego;Stefana
Szpęgawska;
Czarnieckiego;
Filomatów;
Garnizonowa;
Jagiellończyka;
Kalinkowa;
Karabinierów;
Kaubego;Tadeusza
Margaretkowa;
Mastalerza;Kazimierza
Tytoniowa;
Uprawna;
Staropijarska;
Studzińskiego;Michała
Wallenroda;Konrada
Bączkowskiego;Andrzeja
Wilcza Wola;
Majewskiego;Stanisława
Oleńki;
Kolonia Rowiny;
Gołębna;
Fantastyczna;
Maciejowskiego;Bernarda
Wylotowa;
Miroszowicka;
Laskowa;
Kołomłyńska;
Warzywna;
Wejherowska;
Węgierska;
Węgorzowa;
Więcierzowa;
Wolińska;
Zaleskiego;Bohdana
Żniwna;
Żubrowa;
Żuławy;
Strzemienna;
Lenartowicza;Teofila
Rupniewskiego;Jerzego
Madalińskiego;Antoniego
Potockiego;Bronisława
Kulmatyckiego;Włodzimierza
Połukarda;Mieczysława
Bażancia;
Czerwonodworna;
Fijewska;
Jalkowskiego;Jerzego
Kasprzyckiego;gen. Stefana
Kujota;ks. Stanisława
Kustronia;gen. Józefa
Łęgi;ks. dr. Władysława
Maciejkowa;
Malborska;
Szarotkowa;
Trynkowa;
Ruchniewicza;Alojzego
Hoffmanna;Alfonsa
Wodociągowa;
Sulimierska;
Deyny;Kazimierza
Owsiana;
Łasaka;Henryka
Badury;Pastora Jerzego
Alabastrowa;
Gajcego;Tadeusza
Morszczukowa;
Muchomorowa;
Muszlowa;
Myślęcińska;
Obrońców Helu;
Oceaniczna;
Ostródzka;
Piotrowskiego;Maksymiliana
Piskorzowa;
Podniebna;
Przepiórcza;
Przyłęcka;
Puszczykowa;
Sambora;
Sardynkowa;
Sochaczewska;
Stefańskiego;Walentego
Swarzewska;
Szydzika;ks. Józefa
Śniegowa;
Tańskich;
Taterników;
Terasy;
Teski;Jana
Paulinów;
Świętosławy;
Kosiarzy;
Mariacka;
Miejska;
Orła Białego;
Pawicka;
Pawłowicka;
Raciborska;
Skoczna;
Swojska;
Taras;
Wały Rzeczne;
Biały Kąt;
Buska;
Desantowa;
Dobrzańska;
Dziarska;
Gajowicka;
Gądowska;
Gosławicka;
Gwizdanowska;
Heblarska;
Jajczarska;
Jordanowska;
Kruszcowa;
Lakiernicza;
Łososiowicka;
Manganowa;
Męcińskiego;Wojciecha
Mieroszowska;
Mińska;
Odkrywców;
Parandowskiego;Jana
Pereca;Icchaka Lejba
Pierwiosnkowa;
Pracka;
Rabczańska;
Rezedowa;
Samolotowa;
Sarbinowska;
Stabłowicka;
Starograniczna;
Sulistrowska;
Tyrmanda;Leopolda
Wardzyńskich;Władysława i Jana
Wiślany;
Złotnicka;
Żwawa;
Most Pilczycki;
Chyżan;
Dąbka;płk. Stanisława
Filipińska;
Goplan;
Jasienicy;Pawła
Krzywa Grobla;
Kurpiów;
Pabianicka;
Palestyńska;
Ładownia;
Dorawy;Stefana
Zygmuntowo;
Kowalewska;
Wilczy Młyn;
Przy Skarpie;
Trzaskalskiego;por. Kazimierza
Farmerska;
Lniana;
Podwojskiego;J.
Okoniewskiego;bp.
Przestrzenna;
Pszeniczna;
Przemysława;
Kąkolowa;
Sudoła;ks. Franciszka
Trakcyjna;
Powietrzna;
Kruszowicka;
Aleje;
Zbyszka;
Goździków;
Twardogórska;
Nowodojazdowa;
Rodziewiczówny;Marii
Marchlewskich;Jana i Wiktora
Wągla;Władysława
Rożanowicza;Stanisława
Brejskiego;Jana
Dominikańska;
Dziewulskiego;Władysława
Kielecka;
Kolankowskiego;Ludwika
Kombajnowa;
Konińska;
Kozacka;
Krynicka;
Szwedzki;
Inwalidów;
Kaskady;
Kedywu;
Kobylińska;
Marsa;
Panamska;
Pancerna;
Pątnowska;
Rzeszotarska;
Sawy;
Smolarska;
Solińska;
Warzywny;
Zabrzańska;
Gładysza;ks. Bronisława
Miłkowicka;
Bilsego;Benjamina
Miśka;Stanisława
Adamczewskich;Heleny i Ludwika
Baranowicka;
Beżowa;
Będkowska;
Białodrzewna;
Białowieska;
Braniewska;
Brynicka;
Bytowska;
Bzowy;
Celtycka;
Darłowska;
Drogosławicka;
Uklejowa;
Wągrowiecka;
Witkiewicza;Stanisława
Witosławy;
Wycieczkowa;
Wyszogrodzka;
Zalew;
Zawodzie;
Zdrowotna;
Żmudzka;
Żupy;
Siodłowa;
Zimorodkowa;
Przy Bóżnicy;
Kulpińskiego;Henryka
Orlicza;Jerzego
Derdowskiego;
Elbląska;
Legionów;
Malwiowa;
Murowa;
Baśniowa;
Bażyńskich;
Chodkiewicza;Jana Karola
Czapli;
Czerwona Droga;
Donimirskiego;Teodora
Gawędy;
Gipsowa;
Aleja Wolności;
Bożka;Józefa
Japońska;
Minkowicka;
Mrągowska;
Mściwoja;
Nad Wisłą;
Nowickiego;Bronisława Zygfryda
Nowogrodzka;
Olkuska;
Osielska;
Ostroroga;Jana
Października;2
Pieczarkowa;
Pingwinowa;
Planty;
Pod Wiaduktem;
Poligonowa;
Prądy;
Przy Tartaku;
Przy Zamczysku;
Pszczyńska;
Chmielowskiego;św. Brata Alberta Adama
Rowerowa;
Strachocińska;
Bławatna;
Liściasta;
Woźniaka;Feliksa
Bartkowiaka;Jana
Karasia;
Krzemowa;
Łososia;
Pelikana;
Ciernika;
Dropa;
Wodnika;
Sułoszowa;
Gwieździsta;
Anyżowa;
Koperkowa;
Fermowa;
Olszewka;
Warszawskich;
Rybkowo;
Tyrakowskiego;ks. Antoniego
Gościeradzka;
Hamerskiego;ks. Jana
Dzielnicowa;
Gwarecka;
Husycka;
Ignuta;Piotra
Imbirowa;
Jaksonowicka;
Jasińskiej;Anny
Kaliski;
Karczemna;
Kłodnicka;
Knignicka;
Kokosowa;
Kolbuszowska;
Kościańska;
Lewa;
Limanowska;
Mączna;
Mikulskiego;Tadeusza
Mojęcicka;
Piotrkowska;
Płaska;
Połaniecka;
Pyrzycka;
Ratyńska;
Rejonowa;
Rosponda;Stanisława
Roślinna;
Rytownicza;
Samborska;
Sterowcowa;
Szwajcarska;
Tapicerska;
Mosty Średzkie;
Most Milenijny;
Biegła;
Burzowa;
Szkolna I;
Lubartowska;
Bychawska;
Wzgórze;
Kameralna;
Katarzynki;
Konfekcyjna;
Koniczynki;
Konopna;
Kraińska;
Wyczynowa;
Przy Lesie;
Kaczmarka;Ignacego
Lwia;
Leśniewicza;ks. Tadeusza
Czajki;
Kormorania;
Geodetów;
Pomiarowa;
Biznesowa;
Dzięciołowa;
Dziurawcowa;
Aronii;
Żuka;
Łęcka;
Pod Wałem;
Kotomierska;
Pochmurna;
Podwórzowa;
Spichlerzowa;
Zawadzkiego;
Na Kolonii;
Pucka;
Rozłogi;
Ruczaj;
Rynarzewska;
Samotna;
Smętowska;
Spiżowa;
Stopnicka;
Suczyńska;
Szczytowa;
Szyperska;
Taczaka;gen. Stanisława
Trzcinowa;
Twardzickiego;Józefa
Wardyńskiego;Bartłomieja
Wąbrzeska;
Wiewiórcza;
Witeckiego;Franciszka
Woskowa;
Kolbego;św. Maksymiliana
Chełkowskiego;Bernarda
Albatrosowa;
Rudzikowa;
Ciszewskiego;Stefana
Marca 1981 r.;19
Szwalbego;Andrzeja
Działyńskich;
Froelicha;Ksawerego
Kulerskiego;Wiktora
Małogroblowa;
Pruszyńskiego;gen. Stanisława
Przednia;
Włodka;Józefa
Barbarka;
Calineczki;
Ciekawa;
Cierpicka;
Czarlińskiego;Leona
Dobrej Nadziei;
Fasolowa;
Gościnna;
Twarda;
Botaniczna;
Gawronia;
Ukośna;
Zgodna;
Maślakowa;
Łaniowa;
Chmurna;
Łochowskiego;Wojciecha
Loferskiego;Kazimierza
Lamparcia;
Geparda;
Karpia;
Albatrosa;
Leszcza;
Nurzyka;
Ugorowa;
Kajakarzy;
Marco Polo;
Wajs;Jadwigi
Kowalskiego;Adama
Szosa Gdańska;
Parowy;
Atolowa;
Oś Kartuska;
Ananasowa;
Babimojska;
Bajana;Jerzego
Bobrza;
Bojanowska;
Brodzka;
Cesarzowicka;
Dziwnowska;
Ekonomiczna;
Eluarda;Pawła
Grodecka;
Gubińska;
Hiszpańska;
Jagniątkowska;
Jasielska;
Karmelkowa;
Ketlinga;
Majakowskiego;Włodzimierza
Maleczyńskich;Ewy i Karola
Małoszyńska;
Morelowskiego;Mariana
Niepierzyńska;
Nowotarska;
Pieprzna;
Popowicka;
Przemiłowska;
Rdestowa;
Seledynowa;
Setna;
Skoczylasa;Władysława
Skwierzyńska;
Smolna;
Stargardzka;
Strachowicka;
Szarskiego;Kazimierza Witalisa
Szkarłatna;
Udzieli;Seweryna
Wagonowa;
Wartka;
Wędrowców;
Zarembowicza;Władysława
Most Żernicki;
Borówczana;
Czechowa;Antoniego
Czechowicka;
Dyrekcyjna;
Ekspresowa;
Marysin;
Słomkowa;
Szarugi;
Warszawska;
Gruntowa;
Nadstawna;
Przerwana;
Rynek II;
Rynek III;
Bogdanowicza;Kazimierza
Cieszkowizna;
Gołaszówiec;
Gospodarska;
Kluka;Jana Krzysztofa
Kondrackiego;Bronisława
Kulbickich;
Laserowa;
Międzyrzecka;
Pastewnik;
Rozdzielcza;
Skłodowskiego;Józefa
Nadziei;
Rzeźniana;
Bloki Kolejowe;
Hauptmanna;Gerharta
Przelotna;
Dworzec PKP;
Korczyńskich;Braci
Garwolska;
Gródek;
Sami Swoi;
Jeszkowicka;
Cichy Kącik;
Śródleśna;
Irysów;
Kutuzowa;Michała
Meissnera;Janusza
Tyrankiewiczów;Heleny i Wincentego
Lubczykowa;
Skrzypowa;
Leśny Zakątek;
Mniszkowa;
Bulwarowa;
Wteleńska;
Gierczak;Emilii
Janowska;
Jaworzyńska;
Kasjopei;
Kołodziejska;
Libana;Jerzego
Malwowa;
Merkurego;
Nasienna;
Piątnicka;
Potoczek;
Rybnicka;
Saperska;
Schumana;Roberta
Sierocińska;
Sosnkowskiego;gen. Kazimierza
Złocieniowa;
Kertyńskiego;Janusza
Karlińskiego;Henryka
Australijska;
Bliźniacza;
Boguszewskiej;Heleny
Boguszowska;
Dziadoszańska;
Grecka;
Jesiennicka;
Kącka;
Krzelowska;
Kwaśna;
Filipowicza;gen. Juliana
Gogolińska;
Hufcowa;
Kawalerzystów;
Końska;
Koreańska;
Lądecka;
Łysogórska;
Nepalska;
Niemczańska;
Pietrzykowicka;
Połabian;
Poronińska;
Siedliczan;
Spiska;
Strońska;
Supińskiego;Józefa
Tarninowa;
Waflowa;
Wieczorna;
Włada;gen. Franciszka
Wojszycka;
Unicka;
Zygmunta;Króla
Prebendarska;
Budnego;Antoniego
Rumiana;
Satelitarna;
Czarowna;
Magiczna;
Legionistów;
Górki;
Legionowa;
Łańcuchowska;
Klarowska;
Dmocha;dr. Władysława
Klimeckiego;Leona
Kryńskiego;Adama Antoniego
Wiatraki;
Wojskiego;
Zabrowarna;
Zdanowskiego;Stefana
Rusieckich;Adama i Hieronima
Tęcza;
Trzaskowskiego;Antoniego
Smugowa;
Zagumienna;
Puławska;
Sochacz;
Pabisiewicza;ks. Konstantego
Jandołowicza;ks. Marka
Wąskie Ścianki;
Sarnów;
Konstytucji;
Dolne Młyny;
Górne Młyny;
Konradowska;
Rumianków;
Sztabowa;
Pieszycka;
Radiowców;
Dalsza;
Białe;
Gumińska;
Stary Plac;
Szczytna;
Błonie;
Stasin;
Miechowska;
Mokronoska;
Mosiężna;
Mysłakowicka;
Osiniecka;
Ostrowskiego;Aleksandra
Pękalskiego;Stanisława
Piwowarska;
Płużna;
Porębska;
Pretficza;Bernarda
Roździeńskiego;Walentego
Rubczaka;Jana
Rudzka;
Sokalska;
Sorkwicka;
Szczepanowska;
Szkocka;
Ślązaka;Anioła
Śmigła;
Widłakowa;
Wysłoucha;Seweryna
Zemska;
Magazynierska;
Most Brodzki;
Krzeptowska;
Dalemińców;
Dawida;Jana Władysława
Garwolińska;
Goetla;Walerego
Komandorska;
Vinci;Leonarda da
Łączności;
Marca;10
Rudnowska;
Wawelska;
Warsa;
Zalotna;
Radwanicka;
Gumińskiego;Tadeusza
Podoby;Jana
Wojtyły;kard. Karola
Adamieckiego;Karola
Angielska;
Białogardzka;
Cabaja;Romualda
Chociebuska;
Dygata;Stanisława
Dzielna;
Estońska;
Fromborska;
Grochowa;
Iwonicka;
Kiemliczów;
Kłośna;
Knota;Antoniego
Kośnego;Augustyna
Kozanowska;
Królewiecka;
Kunickiego;Stanisława
Lubska;
Ługowińska;
Małopanewska;
Mechaników;
Międzyzdrojska;
Miłkowska;
Niemkińska;
Oporowska;
Otwocka;
Pasłęcka;
Piechowicka;
Płońskiego;Michała
Herkulesa;
Keplera;
Na Uroczysku;
Łochowska;
Jeździecka;
Wilgi;
Czackiego;Franciszka
Kryspina;Franciszka
Cyranki;
Kredowa;
Stokrotki;
Kosa;
Flaminga;
Klenia;
Pozioma;
Podróżnicza;
Połbina;gen. Iwana
Rącza;
Rewalska;
Ryżowa;
Słonimska;
Świeża;
Tarnobrzeska;
Traktatowa;
Trawowa;
Trójkątna;
Wschowska;
Buczacka;
Zebrzydowska;
Świdrowa;
Most Oporowski;
Bengalska;
Bierdzańska;
Cegielskiego;Hipolita
Głubczycka;
Jagodzińska;
Malachitowa;
Na Grobli;
Nenufarowa;
Oboźna;
Oraczy;
Pachnąca;
Radłowa;
Rakowiecka;
Siewców;
Słowińców;
Stysia;Wincentego
Szczepowa;
Szwoleżerska;
Świątnicka;
Upalna;
Wietrzna;
Wolinian;
Internatowa;
Hotelowa;
Ostroszowicka;
Prochowa;
Gumin;
Podjazd;
Siedliskowa;
Aktywna;
Przysieckiego;Antoniego
Bazyliowa;
Gilowa;
Miłkowa;
Bałtycka;
Janowo;
Kajakowa;
Mała Droga;
Nad Brdą;
Grochowskiego;
Wojsławice;
Bernardyńska;
Marcowa;
Osadników;
Złota Podkowa;
Nankera;
Żukowicka;
Szkolna II;
Grażewicza;dr. Władysława
Bargieła;ks. Władysława
Klarnera;dr. Sz. M.
Grodzany;
Koźmiana;Kajetana
Aksamitna;
Karmelowa;
Szumiąca;
Szelestna;
Boguszycka;
Kolejowy;
Leśne Domy;
Gwoździa;ks. Alojzego
Nowy Otok;
Rodakowskiego;Henryka
Basenowa;
Wąskopolna;
Za Torami;
Jagiełka;
